# 2025-03-25 20:30:01.618
# MPE-seq_10min_rep2_mm10.bam
# Chromosome_ID	Chromosome_Size	Aligned_Reads	Unaligned_Reads
# chr1	195471971	2990826.0	0.0
# chr2	182113224	3130224.0	0.0
# chr3	160039680	2267241.0	0.0
# chr4	156508116	2547816.0	0.0
# chr5	151834684	2532435.0	0.0
# chr6	149736546	2325543.0	0.0
# chr7	145441459	2377609.0	0.0
# chr8	129401213	2338232.0	0.0
# chr9	124595110	2130035.0	0.0
# chr10	130694993	2021779.0	0.0
# chr11	122082543	2369080.0	0.0
# chr12	120129022	1821149.0	0.0
# chr13	120421639	1830483.0	0.0
# chr14	124902244	1764876.0	0.0
# chr15	104043685	1652474.0	0.0
# chr16	98207768	1453173.0	0.0
# chr17	94987271	1649430.0	0.0
# chr18	90702639	1350322.0	0.0
# chr19	61431566	998698.0	0.0
# chrX	171031299	1027883.0	0.0
# chrY	91744698	74310.0	0.0
# Total Genome Size: 2.72552137E9	Total Aligned Tags: 4.0653618E7
# bwa	# 0.7.17-r1188
# bwa mem -t 24 -v 1 -T 30 -h 5 -M /storage/group/bfp2/default/wkl2-WillLai/00_REFERENCE_DATA/GENOMES/mm10/mm10.fa /storage/group/bfp2/default/juk398-JordanKrebs/NucleosomeAtlas_project/250130_MPEseq/fastq_files/SRR2034486_1.fastq.gz /storage/group/bfp2/default/juk398-JordanKrebs/NucleosomeAtlas_project/250130_MPEseq/fastq_files/SRR2034486_2.fastq.gz
# MarkDuplicates	# 2.24.1
# MarkDuplicates INPUT=[/storage/group/bfp2/default/juk398-JordanKrebs/NucleosomeAtlas_project/250130_MPEseq/final_files/SRR2034486_ALIGNED.bam] OUTPUT=SRR2034486_MARKUP.bam METRICS_FILE=SRR2034486_output_metrics.tab REMOVE_DUPLICATES=true ASSUME_SORTED=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES READ_NAME_REGEX=[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*. OPTICAL_DUPLICATE_PIXEL_DISTANCE=100    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
# Average Insert Size: 183.15615244788825
# Median Insert Size: 173.0
# Mode Insert Size: 162.0
# Std deviation of Insert Size: 61.008158673369685
# Number of ReadPairs: 1.9549858E7
# Histogram
# Size (bp)	Frequency
227	64044.0
228	62760.0
229	61592.0
230	60498.0
231	59808.0
232	58542.0
233	57384.0
234	56793.0
235	54974.0
236	54264.0
237	53556.0
238	52392.0
239	51949.0
240	51618.0
241	50588.0
242	49902.0
243	49097.0
244	48508.0
245	47422.0
246	46389.0
247	45748.0
248	45535.0
249	44953.0
250	44253.0
251	43811.0
252	43438.0
253	43066.0
254	41946.0
255	41264.0
256	40263.0
257	40097.0
258	39650.0
259	39398.0
260	38897.0
261	38991.0
262	38536.0
263	37462.0
264	36978.0
265	36369.0
266	35583.0
267	35341.0
268	34915.0
269	34700.0
270	33848.0
271	33864.0
272	32996.0
273	33188.0
274	32020.0
275	32162.0
276	31186.0
277	30755.0
278	30198.0
279	30161.0
280	29789.0
281	29378.0
282	29214.0
283	28573.0
284	28083.0
285	27671.0
286	26863.0
287	26569.0
288	26161.0
289	25592.0
290	25266.0
291	25152.0
292	24840.0
293	24490.0
294	24240.0
295	23627.0
296	23496.0
297	22977.0
298	22700.0
299	22201.0
300	22048.0
301	21666.0
302	21486.0
303	21177.0
304	20745.0
305	20416.0
306	20097.0
307	19810.0
308	19450.0
309	19262.0
310	18746.0
311	18925.0
312	18574.0
313	18492.0
314	18282.0
315	18105.0
316	17701.0
317	17511.0
318	17106.0
319	16949.0
320	16994.0
321	16555.0
322	16509.0
323	16358.0
324	16358.0
325	15824.0
326	15767.0
327	15757.0
328	15689.0
329	15461.0
330	15202.0
331	15193.0
332	15048.0
333	14685.0
334	14733.0
335	14790.0
336	14512.0
337	14671.0
338	14494.0
339	14049.0
340	14099.0
341	13717.0
342	13770.0
343	13689.0
344	13586.0
345	13377.0
346	12942.0
347	12930.0
348	12781.0
349	12576.0
350	12269.0
351	11820.0
352	11950.0
353	11385.0
354	11249.0
355	10883.0
356	10693.0
357	10161.0
358	10064.0
359	9616.0
360	9362.0
361	9128.0
362	8741.0
363	8477.0
364	8057.0
365	7663.0
366	7377.0
367	7016.0
368	6811.0
369	6387.0
370	6225.0
371	5907.0
372	5617.0
373	5163.0
374	4936.0
375	4669.0
376	4398.0
377	4178.0
378	4031.0
379	3731.0
380	3430.0
381	3278.0
382	2939.0
383	2768.0
384	2591.0
385	2458.0
386	2278.0
387	2141.0
388	1965.0
389	1736.0
390	1691.0
391	1554.0
392	1403.0
393	1259.0
394	1153.0
395	1081.0
396	1001.0
397	945.0
398	810.0
399	756.0
400	657.0
401	653.0
402	581.0
403	514.0
404	504.0
405	427.0
406	436.0
407	377.0
408	358.0
409	246.0
410	280.0
411	267.0
412	234.0
413	210.0
414	217.0
415	184.0
416	206.0
417	196.0
418	164.0
419	134.0
420	94.0
421	114.0
422	143.0
423	121.0
424	62.0
425	75.0
426	77.0
427	90.0
428	48.0
429	22.0
430	12.0
431	20.0
432	12.0
433	2.0
434	1.0
435	4.0
436	2.0
437	3.0
438	1.0
439	3.0
440	3.0
